,,,,,기관,외국인,외국인,외국인
날짜,종가,전일비,등락률,거래량,순매매량,순매매량,보유주수,보유율
2023.07.20,"71,000",-700,-0.98%,"9,732,730","-880,692","-105,941","3,164,847,957",53.01%
2023.07.19,"71,700",-300,-0.42%,"10,896,412","-1,200,719","471,984","3,163,456,948",52.99%
2023.07.18,"72,000",-1300,-1.77%,"11,697,900","-652,330","-791,047","3,163,380,264",52.99%
2023.07.17,"73,300",-100,-0.14%,"10,060,049","96,575","1,542,675","3,164,885,311",53.02%
2023.07.14,"73,400",1500,2.09%,"15,882,519","3,837,175","4,824,072","3,163,509,952",52.99%
2023.07.13,"71,900",0,0.00%,"14,417,279","2,336,965","436,921","3,158,405,403",52.91%
2023.07.12,"71,900",400,0.56%,"10,375,581","-648,705","1,717,959","3,157,846,123",52.90%
2023.07.11,"71,500",2000,2.88%,"12,177,392","763,929","876,980","3,155,927,850",52.87%
2023.07.10,"69,500",-400,-0.57%,"11,713,926","-767,972","28,472","3,153,681,962",52.83%
2023.07.07,"69,900",-1700,-2.37%,"17,308,877","-3,168,658","-1,221,624","3,153,813,013",52.83%
2023.07.06,"71,600",-400,-0.56%,"14,777,667","-1,425,400","1,057,278","3,154,801,683",52.85%
2023.07.05,"72,000",-1000,-1.37%,"12,310,610","-2,733,297","976,665","3,153,589,805",52.83%
2023.07.04,"73,000",0,0.00%,"10,214,350","-1,215,754","2,255,488","3,152,485,502",52.81%
2023.07.03,"73,000",800,1.11%,"10,722,181","2,570,362","10,917","3,150,524,014",52.77%
2023.06.30,"72,200",-200,-0.28%,"11,694,765","-254,295","573,998","3,151,237,002",52.79%
2023.06.29,"72,400",-300,-0.41%,"12,229,967","-819,326","2,156,634","3,151,307,696",52.79%
2023.06.28,"72,700",100,0.14%,"8,783,093","60,251","846,001","3,149,128,846",52.75%
2023.06.27,"72,600",200,0.28%,"9,442,997","-417,828","2,271,513","3,150,393,963",52.77%
2023.06.26,"72,400",800,1.12%,"10,541,901","899,067","3,444,069","3,147,924,486",52.73%
2023.06.23,"71,600",300,0.42%,"12,329,484","-1,572,987","4,379,946","3,144,334,417",52.67%
2023.06.22,"71,300",800,1.13%,"11,411,007","323,039","2,003,689","3,139,538,222",52.59%
2023.06.21,"70,500",-900,-1.26%,"10,626,603","-370,281","-530,260","3,138,521,456",52.57%
2023.06.20,"71,400",200,0.28%,"11,557,883","-425,787","942,063","3,139,273,940",52.59%
2023.06.19,"71,200",-600,-0.84%,"11,100,887","-553,174","382,902","3,138,114,632",52.57%
2023.06.16,"71,800",300,0.42%,"15,373,696","-1,663,586","1,511,328","3,137,906,162",52.56%
2023.06.15,"71,500",-400,-0.56%,"13,614,994","-340,974","693,146","3,136,133,435",52.53%
2023.06.14,"71,900",-100,-0.14%,"12,541,046","-447,189","713,658","3,136,959,357",52.55%
2023.06.13,"72,000",1000,1.41%,"13,227,285","974,733","1,844,776","3,136,646,047",52.54%
2023.06.12,"71,000",-1000,-1.39%,"12,064,287","481,420","-1,752,966","3,135,405,516",52.52%
2023.06.09,"72,000",1100,1.55%,"15,050,209","1,426,900","2,472,423","3,138,211,482",52.57%
2023.06.08,"70,900",-100,-0.14%,"19,165,568","459,385","228,333","3,135,396,459",52.52%
2023.06.07,"71,000",-700,-0.98%,"14,796,613","1,544,774","-1,263,306","3,135,548,226",52.52%
2023.06.05,"71,700",-500,-0.69%,"12,686,829","987,758","-1,425,055","3,136,445,332",52.54%
2023.06.02,"72,200",1300,1.83%,"12,161,798","31,590","2,448,145","3,136,730,023",52.54%
2023.06.01,"70,900",-500,-0.70%,"14,669,296","-1,474,724","1,245,478","3,133,808,250",52.49%
2023.05.31,"71,400",-900,-1.24%,"25,666,087","-712,038","1,994,889","3,132,707,672",52.48%
2023.05.30,"72,300",2000,2.84%,"27,476,897","-895,952","6,218,517","3,130,869,289",52.45%
2023.05.26,"70,300",1500,2.18%,"19,549,511","-1,128,616","7,692,840","3,124,516,695",52.34%
2023.05.25,"68,800",300,0.44%,"14,231,160","-725,012","1,115,225","3,116,542,289",52.21%
2023.05.24,"68,500",100,0.15%,"8,192,896","-620,835","1,378,755","3,116,148,965",52.20%
2023.05.23,"68,400",-100,-0.15%,"8,561,643","1,082,890","-538,614","3,114,885,610",52.18%
2023.05.22,"68,500",100,0.15%,"14,470,308","2,428,859","67,441","3,115,646,940",52.19%
2023.05.19,"68,400",2200,3.32%,"20,349,345","2,843,195","7,781,863","3,115,896,617",52.19%
2023.05.18,"66,200",1200,1.85%,"14,431,704","-973,556","5,498,025","3,109,160,000",52.08%
2023.05.17,"65,000",-400,-0.61%,"10,745,504","-33,694","-475,307","3,103,603,817",51.99%
2023.05.16,"65,400",900,1.40%,"12,334,657","56,097","3,230,572","3,103,605,816",51.99%
2023.05.15,"64,500",400,0.62%,"8,172,021","191,469","287,750","3,100,906,224",51.94%
2023.05.12,"64,100",-100,-0.16%,"8,693,913","-298,989","246,715","3,100,618,474",51.94%
2023.05.11,"64,200",-400,-0.62%,"11,648,905","198,660","-779,411","3,100,236,345",51.93%
2023.05.10,"64,600",-700,-1.07%,"13,057,727","-857,650","-656,908","3,100,932,940",51.94%
2023.05.09,"65,300",-600,-0.91%,"9,366,861","209,493","-448,538","3,101,759,848",51.96%
2023.05.08,"65,900",800,1.23%,"9,405,365","1,559,418","1,140,161","3,102,256,191",51.97%
2023.05.04,"65,100",-300,-0.46%,"9,791,064","-1,477,647","1,338,218","3,101,371,293",51.95%
2023.05.03,"65,400",-300,-0.46%,"8,876,749","-1,055,097","1,055,659","3,100,361,780",51.93%
2023.05.02,"65,700",200,0.31%,"14,396,948","525,392","1,182,783","3,097,854,660",51.89%
2023.04.28,"65,500",900,1.39%,"19,699,481","-1,207,549","3,945,664","3,096,749,107",51.87%
2023.04.27,"64,600",500,0.78%,"14,779,601","-2,461,875","3,903,863","3,092,645,815",51.81%
2023.04.26,"64,100",500,0.79%,"12,664,541","-976,399","1,449,468","3,088,205,952",51.73%
2023.04.25,"63,600",-1600,-2.45%,"16,193,271","-542,786","-714,267","3,085,388,514",51.68%
2023.04.24,"65,200",-500,-0.76%,"12,986,581","341,263","1,358,201","3,086,117,183",51.70%
2023.04.21,"65,700",400,0.61%,"10,538,622","-669,886","2,685,197","3,083,353,159",51.65%
2023.04.20,"65,300",-200,-0.31%,"9,501,169","-403,885","1,258,250","3,080,713,573",51.61%
2023.04.19,"65,500",-100,-0.15%,"10,255,985","-69,196","1,055,804","3,079,372,323",51.58%
2023.04.18,"65,600",300,0.46%,"14,802,060","-3,073,137","3,743,178","3,080,154,519",51.60%
2023.04.17,"65,300",200,0.31%,"13,486,618","-1,775,624","3,489,280","3,075,861,341",51.52%
2023.04.14,"65,100",-1000,-1.51%,"16,176,490","595,476","-1,670,939","3,072,411,061",51.47%
2023.04.13,"66,100",100,0.15%,"15,091,022","1,097,667","19,581","3,074,047,000",51.49%
2023.04.12,"66,000",100,0.15%,"15,021,313","-1,535,917","3,461,330","3,074,013,419",51.49%
2023.04.11,"65,900",200,0.30%,"16,323,183","1,240,069","1,148,879","3,069,825,120",51.42%
2023.04.10,"65,700",700,1.08%,"18,777,166","-75,437","4,532,963","3,068,974,241",51.41%
2023.04.07,"65,000",2700,4.33%,"27,476,120","1,749,750","13,612,549","3,064,926,246",51.34%
2023.04.06,"62,300",-1600,-2.50%,"14,992,747","-1,835,759","-269,440","3,050,492,697",51.10%
2023.04.05,"63,900",300,0.47%,"9,176,149","-171,248","2,444,762","3,050,116,684",51.09%
2023.04.04,"63,600",500,0.79%,"11,120,514","297,976","1,877,802","3,047,585,024",51.05%
2023.04.03,"63,100",-900,-1.41%,"11,973,133","-1,550,689","939,506","3,045,471,322",51.01%
2023.03.31,"64,000",800,1.27%,"14,094,479","413,497","5,015,911","3,042,410,816",50.96%
2023.03.30,"63,200",500,0.80%,"15,684,377","-416,494","3,364,149","3,036,413,170",50.86%
2023.03.29,"62,700",-200,-0.32%,"11,216,008","1,116,677","-624,148","3,036,800,280",50.87%
2023.03.28,"62,900",800,1.29%,"11,614,118","1,780,041","-7,908","3,040,243,186",50.93%
2023.03.27,"62,100",-900,-1.43%,"11,039,331","405,924","-45,040","3,040,001,094",50.92%
2023.03.24,"63,000",700,1.12%,"18,278,602","-1,846,848","7,402,874","3,040,249,034",50.93%
2023.03.23,"62,300",1200,1.96%,"15,381,057","891,469","4,064,331","3,033,717,796",50.82%
2023.03.22,"61,100",800,1.33%,"8,978,591","769,342","1,714,280","3,030,156,153",50.76%
2023.03.21,"60,300",100,0.17%,"8,318,514","458,186","-414,516","3,028,614,032",50.73%
2023.03.20,"60,200",-1100,-1.79%,"9,618,009","195,908","-1,484,725","3,028,104,808",50.72%
2023.03.17,"61,300",1400,2.34%,"14,090,110","127,839","3,224,363","3,029,991,631",50.76%
2023.03.16,"59,900",100,0.17%,"10,611,939","-380,720","411,225","3,027,317,381",50.71%
2023.03.15,"59,800",800,1.36%,"10,482,149","702,433","949,280","3,025,958,110",50.69%
2023.03.14,"59,000",-1000,-1.67%,"12,147,346","55,494","-1,773,696","3,024,837,845",50.67%
2023.03.13,"60,000",500,0.84%,"12,779,724","996,395","428,167","3,026,204,650",50.69%
2023.03.10,"59,500",-600,-1.00%,"11,902,471","-1,637,253","-565,992","3,024,992,666",50.67%
2023.03.09,"60,100",-200,-0.33%,"14,334,499","2,306,833","-3,627,542","3,025,292,658",50.68%
2023.03.08,"60,300",-400,-0.66%,"14,161,857","-3,298,016","1,552,317","3,028,979,700",50.74%
2023.03.07,"60,700",-800,-1.30%,"11,473,280","-656,990","-635,896","3,027,159,704",50.71%
2023.03.06,"61,500",1000,1.65%,"13,630,602","2,266,416","1,290,988","3,028,003,920",50.72%
2023.03.03,"60,500",-300,-0.49%,"10,711,405","-233,193","-1,005,588","3,026,692,932",50.70%
2023.03.02,"60,800",200,0.33%,"13,095,682","-1,617,684","2,550,611","3,028,440,362",50.73%
2023.02.28,"60,600",100,0.17%,"13,715,861","1,088,959","-365,897","3,025,304,438",50.68%
2023.02.27,"60,500",-800,-1.31%,"11,155,697","-1,887,391","-943,618","3,026,210,335",50.69%
2023.02.24,"61,300",-700,-1.13%,"10,308,143","-1,005,323","-6,486","3,026,673,423",50.70%
2023.02.23,"62,000",900,1.47%,"13,047,099","1,259,108","699,540","3,026,922,180",50.70%
2023.02.22,"61,100",-1000,-1.61%,"11,959,088","-2,442,875","-234,048","3,026,291,640",50.69%
2023.02.21,"62,100",-600,-0.96%,"7,665,046","-1,473,117","-62,752","3,025,568,688",50.68%
2023.02.20,"62,700",100,0.16%,"12,908,073","546,521","-781,791","3,025,821,940",50.69%
2023.02.17,"62,600",-1100,-1.73%,"10,791,265","-2,073,724","803,786","3,026,182,851",50.69%
2023.02.16,"63,700",1500,2.41%,"13,798,831","2,733,282","1,608,633","3,025,320,065",50.68%
2023.02.15,"62,200",-1000,-1.58%,"13,208,103","-2,453,541","370,610","3,023,518,492",50.65%
2023.02.14,"63,200",300,0.48%,"9,126,664","1,348,181","404,191","3,023,151,882",50.64%
2023.02.13,"62,900",100,0.16%,"10,730,362","-1,828,690","2,264,590","3,022,797,691",50.63%
2023.02.10,"62,800",-200,-0.32%,"9,382,576","-2,217,379","1,760,570","3,020,219,612",50.59%
2023.02.09,"63,000",-100,-0.16%,"12,164,865","-1,289,172","1,553,218","3,017,760,979",50.55%
2023.02.08,"63,100",1200,1.94%,"12,243,125","-683,561","2,989,063","3,015,974,361",50.52%
2023.02.07,"61,900",300,0.49%,"14,491,039","-1,028,256","563,336","3,012,802,298",50.47%
2023.02.06,"61,600",-2200,-3.45%,"15,529,356","-1,768,399","-2,275,019","3,011,898,262",50.45%
2023.02.03,"63,800",300,0.47%,"15,194,598","-2,021,442","3,805,110","3,014,053,481",50.49%
2023.02.02,"63,500",1700,2.75%,"23,285,983","-1,199,802","5,119,433","3,011,043,701",50.44%
2023.02.01,"61,800",800,1.31%,"18,570,133","-516,791","62,860","3,005,826,373",50.35%
2023.01.31,"61,000",-2300,-3.63%,"29,746,731","1,494,490","-6,860,325","3,005,520,203",50.35%
2023.01.30,"63,300",-1300,-2.01%,"20,995,234","-698,112","1,591,374","3,012,326,910",50.46%
2023.01.27,"64,600",700,1.10%,"18,760,182","447,761","5,830,723","3,010,762,862",50.43%
2023.01.26,"63,900",500,0.79%,"13,278,277","-54,227","3,568,236","3,005,053,104",50.34%
2023.01.25,"63,400",1600,2.59%,"16,822,710","171,748","7,469,212","3,001,579,071",50.28%
2023.01.20,"61,800",300,0.49%,"9,646,327","127,097","1,535,750","2,995,009,859",50.17%
2023.01.19,"61,500",1100,1.82%,"12,808,490","-1,422,690","4,785,083","2,993,784,109",50.15%
2023.01.18,"60,400",-600,-0.98%,"11,584,041","-894,047","259,868","2,990,511,026",50.09%
2023.01.17,"61,000",-100,-0.16%,"9,831,456","-605,869","1,125,839","2,989,308,003",50.07%
2023.01.16,"61,100",300,0.49%,"10,039,972","1,102,518","1,088,709","2,988,383,164",50.06%
2023.01.13,"60,800",300,0.50%,"12,510,328","434,082","1,390,396","2,987,332,055",50.04%
2023.01.12,"60,500",0,0.00%,"16,102,561","-1,546,824","1,726,466","2,985,958,859",50.02%
2023.01.11,"60,500",100,0.17%,"12,310,751","684,500","119,764","2,984,487,393",49.99%
2023.01.10,"60,400",-300,-0.49%,"14,859,797","941,265","613,853","2,983,523,234",49.98%
2023.01.09,"60,700",1700,2.88%,"18,640,107","2,607,845","3,053,464","2,983,322,381",49.97%
2023.01.06,"59,000",800,1.37%,"17,334,989","409,379","2,308,298","2,979,701,881",49.91%
2023.01.05,"58,200",400,0.69%,"15,682,826","-2,218,331","3,522,658","2,977,126,583",49.87%
2023.01.04,"57,800",2400,4.33%,"20,188,071","-158,714","3,100,164","2,974,040,575",49.82%
2023.01.03,"55,400",-100,-0.18%,"13,547,030","-1,573,764","308,303","2,970,400,648",49.76%
2023.01.02,"55,500",200,0.36%,"10,031,448","-478,123","-614,097","2,964,905,145",49.67%
2022.12.29,"55,300",-1300,-2.30%,"11,295,935","-1,877,101","-1,526,713","2,965,339,762",49.67%
2022.12.28,"56,600",-1500,-2.58%,"14,665,410","-2,344,111","-2,941,096","2,966,676,475",49.69%
2022.12.27,"58,100",200,0.35%,"10,667,027","4,605,420","-1,527,383","2,970,088,904",49.75%
2022.12.26,"57,900",-200,-0.34%,"6,756,411","2,512,328","-1,069,029","2,971,666,287",49.78%
2022.12.23,"58,100",-1000,-1.69%,"9,829,407","406,082","-370,236","2,972,400,331",49.79%
2022.12.22,"59,100",1100,1.90%,"10,720,630","2,537,919","-854,728","2,978,142,067",49.89%
2022.12.21,"58,000",-600,-1.02%,"10,356,971","240,493","-1,697,288","2,979,216,295",49.90%
2022.12.20,"58,600",-900,-1.51%,"9,284,761","205,141","-1,543,341","2,981,767,754",49.95%
2022.12.19,"59,500",0,0.00%,"7,696,187","572,945","-163,855","2,983,446,095",49.98%
2022.12.16,"59,500",200,0.34%,"13,033,596","-2,916,881","2,530,365","2,984,491,050",49.99%
2022.12.15,"59,300",-1200,-1.98%,"8,716,039","-1,508,806","-24,972","2,982,263,753",49.96%
2022.12.14,"60,500",800,1.34%,"8,207,485","976,736","1,389,371","2,982,290,225",49.96%
2022.12.13,"59,700",200,0.34%,"9,040,873","22,156","-67,782","2,981,218,354",49.94%
2022.12.12,"59,500",-900,-1.49%,"9,036,472","-549,908","-741,629","2,980,543,814",49.93%
2022.12.09,"60,400",1200,2.03%,"10,529,632","2,256,241","201,651","2,980,990,765",49.93%
2022.12.08,"59,200",300,0.51%,"12,986,815","215,875","-463,597","2,980,406,091",49.92%
2022.12.07,"58,900",-300,-0.51%,"12,100,662","338,574","-1,149,221","2,980,779,688",49.93%
2022.12.06,"59,200",-1100,-1.82%,"13,888,300","-785,727","-1,952,566","2,981,696,169",49.95%
2022.12.05,"60,300",-100,-0.17%,"13,767,787","632,722","-1,764,824","2,984,654,935",50.00%
2022.12.02,"60,400",-2200,-3.51%,"15,331,184","-2,044,276","-2,486,484","2,986,880,659",50.03%
2022.12.01,"62,600",400,0.64%,"16,631,445","233,136","3,126,481","2,988,724,193",50.06%
2022.11.30,"62,200",1600,2.64%,"19,768,903","-2,227,487","5,573,538","2,985,680,848",50.01%
2022.11.29,"60,600",500,0.83%,"7,014,160","611,244","-273,889","2,980,158,310",49.92%
2022.11.28,"60,100",-900,-1.48%,"8,589,032","-1,314,045","202,391","2,980,114,799",49.92%
2022.11.25,"61,000",-400,-0.65%,"6,677,933","-380,721","421,136","2,978,862,408",49.90%
2022.11.24,"61,400",400,0.66%,"8,125,010","54,595","573,154","2,979,300,974",49.91%
2022.11.23,"61,000",400,0.66%,"8,765,050","160,433","117,330","2,979,086,900",49.90%
2022.11.22,"60,600",-800,-1.30%,"9,411,289","142,853","-419,705","2,978,807,506",49.90%
2022.11.21,"61,400",-400,-0.65%,"9,378,097","742,563","-1,022,799","2,979,072,715",49.90%
2022.11.18,"61,800",400,0.65%,"12,236,503","76,930","705,496","2,979,858,052",49.92%
2022.11.17,"61,400",-1300,-2.07%,"13,298,296","102,220","-1,846,504","2,978,984,149",49.90%
2022.11.16,"62,700",300,0.48%,"12,909,260","-82,448","1,049,566","2,981,387,139",49.94%
2022.11.15,"62,400",500,0.81%,"12,310,986","175,090","650,558","2,980,905,373",49.93%
2022.11.14,"61,900",-1000,-1.59%,"15,973,416","-805,915","-207,490","2,980,267,822",49.92%
2022.11.11,"62,900",2500,4.14%,"20,037,163","3,313,014","2,961,635","2,980,121,987",49.92%
2022.11.10,"60,400",-1600,-2.58%,"21,087,633","905,706","-3,989,560","2,977,418,352",49.87%
2022.11.09,"62,000",200,0.32%,"14,045,592","1,789,078","268,181","2,980,976,424",49.93%
2022.11.08,"61,800",1600,2.66%,"18,273,898","2,339,446","2,886,571","2,979,876,917",49.92%
2022.11.07,"60,200",800,1.35%,"12,437,246","1,224,403","934,401","2,976,678,983",49.86%
2022.11.04,"59,400",200,0.34%,"12,445,841","218,779","-211,118","2,975,313,782",49.84%
2022.11.03,"59,200",-400,-0.67%,"17,492,162","-2,439,482","1,424,363","2,976,921,806",49.87%
2022.11.02,"59,600",-400,-0.67%,"13,202,919","-1,717,632","1,492,749","2,975,526,943",49.84%
2022.11.01,"60,000",600,1.01%,"17,201,647","974,290","688,440","2,973,988,488",49.82%
2022.10.31,"59,400",2100,3.66%,"18,999,514","254,919","4,163,809","2,973,205,848",49.80%
2022.10.28,"57,300",-2200,-3.70%,"20,924,937","858,649","-2,548,486","2,969,111,795",49.74%
2022.10.27,"59,500",100,0.17%,"21,756,712","1,925,573","-349,114","2,970,251,911",49.75%
2022.10.26,"59,400",1700,2.95%,"20,824,967","804,940","5,274,206","2,970,280,340",49.76%
2022.10.25,"57,700",200,0.35%,"17,405,678","1,317,069","801,943","2,964,563,086",49.66%
2022.10.24,"57,500",1600,2.86%,"16,944,503","1,580,302","3,625,696","2,963,580,143",49.64%
2022.10.21,"55,900",400,0.72%,"11,456,060","1,244,441","213,210","2,959,527,410",49.58%
2022.10.20,"55,500",-300,-0.54%,"17,107,653","-1,481,023","1,153,283","2,960,179,870",49.59%
2022.10.19,"55,800",-700,-1.24%,"12,660,652","-151,654","-939,331","2,958,575,087",49.56%
2022.10.18,"56,500",-100,-0.18%,"14,820,702","-388,660","-1,250,130","2,959,880,718",49.58%
2022.10.17,"56,600",300,0.53%,"13,641,878","-1,253,469","2,604,364","2,957,233,283",49.54%
2022.10.14,"56,300",1100,1.99%,"12,924,326","1,181,626","206,925","2,955,958,687",49.52%
2022.10.13,"55,200",-600,-1.08%,"13,784,602","-949,397","595,814","2,955,641,762",49.51%
2022.10.12,"55,800",400,0.72%,"18,408,910","-124,387","762,336","2,955,388,868",49.51%
2022.10.11,"55,400",-800,-1.42%,"21,437,877","-755,469","274,138","2,952,967,944",49.47%
2022.10.07,"56,200",-100,-0.18%,"16,886,813","-361,472","1,468,087","2,952,555,506",49.46%
2022.10.06,"56,300",300,0.54%,"14,944,446","-479,637","1,877,936","2,951,334,517",49.44%
2022.10.05,"56,000",800,1.45%,"22,458,970","-2,444,114","3,990,959","2,949,979,581",49.42%
2022.10.04,"55,200",2100,3.95%,"19,148,435","-285,415","4,383,426","2,945,767,622",49.34%
2022.09.30,"53,100",500,0.95%,"22,503,249","584,406","1,286,494","2,941,181,170",49.27%
2022.09.29,"52,600",-300,-0.57%,"13,882,080","-174,747","-199,138","2,939,724,022",49.24%
2022.09.28,"52,900",-1300,-2.40%,"19,991,129","-301,326","-2,438,720","2,940,713,860",49.26%
2022.09.27,"54,200",300,0.56%,"16,631,289","1,747,376","-1,364,623","2,943,593,254",49.31%
2022.09.26,"53,900",-600,-1.10%,"15,008,449","2,736,389","-2,194,083","2,943,617,219",49.31%
2022.09.23,"54,500",100,0.18%,"10,555,964","-1,024,721","937,966","2,945,888,782",49.35%
2022.09.22,"54,400",-900,-1.63%,"12,786,510","-1,830,100","-2,023,087","2,944,596,606",49.33%
2022.09.21,"55,300",-500,-0.90%,"11,863,700","-242,148","-3,036,429","2,946,955,333",49.36%
2022.09.20,"55,800",-600,-1.06%,"14,041,465","940,538","-3,403,808","2,950,760,762",49.43%
2022.09.19,"56,400",200,0.36%,"12,278,653","746,527","-715,737","2,954,064,340",49.48%
2022.09.16,"56,200",200,0.36%,"13,456,503","-1,676,878","-267,377","2,954,444,957",49.49%
2022.09.15,"56,000",-800,-1.41%,"11,664,819","-1,060,370","-2,832,190","2,955,038,684",49.50%
2022.09.14,"56,800",-1300,-2.24%,"12,524,961","-1,345,231","-94,816","2,957,697,174",49.54%
2022.09.13,"58,100",2500,4.50%,"17,166,581","3,196,594","1,313,454","2,957,674,824",49.54%
2022.09.08,"55,600",-400,-0.71%,"18,000,016","2,121,095","-5,958,877","2,956,552,587",49.53%
2022.09.07,"56,000",-1100,-1.93%,"17,384,854","-1,159,481","-4,603,592","2,962,475,920",49.62%
2022.09.06,"57,100",0,0.00%,"7,503,086","-466,757","-725,408","2,967,411,152",49.71%
2022.09.05,"57,100",-400,-0.70%,"11,425,977","704,031","-2,489,024","2,968,024,377",49.72%
2022.09.02,"57,500",-900,-1.54%,"15,040,310","-1,630,022","-3,904,648","2,970,775,551",49.76%
2022.09.01,"58,400",-1300,-2.18%,"14,905,777","-3,869,597","-567,987","2,974,218,467",49.82%
2022.08.31,"59,700",900,1.53%,"14,203,512","-2,162,350","3,070,590","2,974,643,754",49.83%
2022.08.30,"58,800",200,0.34%,"9,690,044","-440,899","-1,899,407","2,971,425,254",49.77%
2022.08.29,"58,600",-1400,-2.33%,"9,841,329","-3,027,342","-557,309","2,972,909,661",49.80%
2022.08.26,"60,000",300,0.50%,"9,499,995","218,517","691,375","2,973,418,300",49.81%
